geneSet,description,size,overlap,expect,enrichmentRatio,pValue,FDR,overlapId,userId,cancer,logFDR
R-HSA-68886,M Phase,338,88,14.68177526,5.993825572,0,0,10051;10376;10403;1058;10592;1062;1063;10733;11004;11065;11130;113130;115106;147841;203068;22995;23310;23397;23421;26271;29781;3012;3015;332;348235;3619;4001;4085;51529;5347;54892;55055;55143;55166;55835;55839;5683;5690;5696;5698;5702;57122;5721;5885;64105;64151;64946;699;701;7112;7283;7443;79023;79172;79980;81930;8243;8331;8335;8338;8340;8343;8345;8352;83540;8355;8356;8357;8358;8360;8361;8364;84131;8815;891;8968;8970;9126;9133;9212;9232;9493;9700;9735;9793;983;991;9918,TUBB;ZWINT;UBE2C;CDCA5;BIRC5;AURKB;HIST1H2AJ;CDK1;CDCA8;SPC24;NCAPG;KIF2C;MAD2L1;HIST1H3B;TUBA1B;CCNB2;NUF2;SMC2;CENPA;CENPF;NCAPH;HIST1H3C;PLK1;CDC20;KIF23;NCAPG2;FBXO5;NDC80;HIST1H3G;SMC4;CENPE;BUB1;CENPH;TMPO;CENPN;HIST1H3F;TUBG1;CENPK;NCAPD2;PLK4;CCNB1;BUB1B;HIST1H2BH;INCENP;CENPO;H2AFZ;DSN1;SKA2;ITGB3BP;NCAPD3;HIST1H4C;HIST1H2AB;HIST1H4F;ESPL1;HIST1H4D;PSMB9;HAUS1;NCAPH2;VRK1;CENPQ;SMC3;SMC1A;KNTC1;CKAP5;PTTG1;LMNB1;NUP37;HIST2H2AC;PSMC3;ZWILCH;PSMB8;ANAPC11;CEP152;CENPJ;PSME2;RAD21;HIST1H3H;BANF1;CEP78;HIST1H2BF;HIST1H2AE;KIF18A;HIST1H2BJ;PSMA2;NUP107;PSMB2;HIST1H2BL;HIST1H3J,EndometrialCarcinoma,14.13122424
R-HSA-195258,RHO GTPase Effectors,286,62,12.4230406,4.990726665,0,0,10376;10403;1058;1062;1063;1072;11004;11113;11130;147841;23421;3012;3015;332;348235;3619;387;4085;5216;5347;55055;55143;55166;55839;57122;60;64105;64946;699;701;71;7533;79023;79172;79980;808;81624;81930;8331;8335;8338;8340;8343;8345;8352;83540;8355;8356;8357;8358;8360;8361;8364;8968;8970;9055;9212;9735;9793;991;9928;995,ZWINT;BIRC5;AURKB;HIST1H2AJ;CDCA8;SPC24;DIAPH3;KIF2C;MAD2L1;HIST1H3B;TUBA1B;NUF2;CENPA;CENPF;HIST1H3C;PLK1;CDC20;PRC1;NDC80;KIF14;HIST1H3G;CENPE;BUB1;CIT;CENPH;CDC25C;CENPN;HIST1H3F;CENPK;BUB1B;HIST1H2BH;INCENP;CENPO;H2AFZ;DSN1;SKA2;ITGB3BP;HIST1H4C;HIST1H2AB;HIST1H4F;HIST1H4D;CENPQ;CALM3;PFN1;KNTC1;CKAP5;ACTG1;NUP37;HIST2H2AC;ACTB;ZWILCH;CFL1;YWHAH;HIST1H3H;HIST1H2BF;HIST1H2AE;KIF18A;RHOA;HIST1H2BJ;NUP107;HIST1H2BL;HIST1H3J,EndometrialCarcinoma,14.13122424
R-HSA-73894,DNA Repair,279,60,12.11898017,4.950911641,0,0,10038;1017;10459;10635;10714;10721;11073;1111;11200;146956;1643;1763;2177;2187;2189;2237;29089;3978;4436;5111;51514;5424;5425;5427;54962;55120;55215;56852;580;5888;5889;5932;5982;5983;5984;5985;60;6117;6119;63967;641;6613;672;675;7398;7515;80010;8340;8343;8345;8360;8361;8364;83990;86;890;8914;8970;9031;9156,CCNA2;CLSPN;RAD51AP1;RAD51;FANCI;FEN1;UBE2T;PCNA;DTL;POLQ;EXO1;BRCA1;LIG1;CHEK1;TIMELESS;RFC4;DNA2;BRCA2;HIST1H2BH;RFC3;RFC5;BARD1;FANCD2;POLE2;HIST1H4C;FANCG;CDK2;RPA3;HIST1H4F;POLD3;HIST1H4D;USP1;RFC2;BRIP1;POLD1;EME1;MAD2L2;SUMO2;DDB2;ACTL6A;TIPIN;PARP2;FANCB;ACTB;CHEK2;BLM;RAD51C;RBBP8;HIST1H2BF;TOPBP1;BAZ1B;MSH2;HIST1H2BJ;FANCL;POLD2;XRCC1;HIST1H2BL;RMI1;RPA1;RAD18,EndometrialCarcinoma,14.13122424
R-HSA-69620,Cell Cycle Checkpoints,258,86,11.20679887,7.673913043,0,0,1017;1029;10403;1058;1062;1063;11004;11065;11073;1111;11130;11200;147841;1763;23421;332;348235;3619;4085;4171;4172;4173;4174;4175;4176;51512;51529;5347;55055;55143;55166;55388;55839;5683;5690;5696;5698;5702;57122;5721;580;5932;5982;5983;5984;5985;6117;6119;63967;641;64105;64946;672;699;701;7533;79023;79172;79980;80010;81930;8318;8340;8343;8345;83540;8360;8361;8364;83990;84515;890;891;8970;898;9088;9133;9134;9156;9212;9735;9793;983;990;991;995,PKMYT1;ZWINT;UBE2C;BIRC5;CCNA2;AURKB;GTSE1;CLSPN;CDK1;CDCA8;SPC24;MCM10;MCM7;KIF2C;CDC45;MAD2L1;CCNB2;NUF2;CENPA;CENPF;CDC6;PLK1;CDC20;EXO1;NDC80;CENPE;BRCA1;MCM2;MCM3;CHEK1;BUB1;CENPH;CDC25C;MCM4;CENPN;RFC4;DNA2;CENPK;CCNB1;BUB1B;HIST1H2BH;INCENP;RFC3;CENPO;RFC5;DSN1;BARD1;SKA2;ITGB3BP;HIST1H4C;MCM5;CDK2;RPA3;HIST1H4F;HIST1H4D;PSMB9;CENPQ;RFC2;BRIP1;CCNE2;CDKN2A;KNTC1;CKAP5;NUP37;CHEK2;PSMC3;ZWILCH;BLM;PSMB8;CCNE1;ANAPC11;PSME2;YWHAH;RBBP8;HIST1H2BF;TOPBP1;MCM8;KIF18A;HIST1H2BJ;MCM6;PSMA2;NUP107;PSMB2;HIST1H2BL;RMI1;RPA1,EndometrialCarcinoma,14.13122424
R-HSA-2555396,Mitotic Metaphase and Anaphase,175,51,7.601510859,6.709192547,0,0,10376;10403;1058;1062;1063;11004;11065;11130;113130;147841;23421;26271;332;348235;3619;4001;4085;51529;5347;55055;55143;55166;55839;5683;5690;5696;5698;5702;57122;5721;5885;64105;64946;699;701;7112;7443;79023;79172;79980;81930;8243;83540;8815;9126;9212;9232;9700;9735;9793;991,ZWINT;UBE2C;CDCA5;BIRC5;AURKB;CDCA8;SPC24;KIF2C;MAD2L1;TUBA1B;NUF2;CENPA;CENPF;PLK1;CDC20;FBXO5;NDC80;CENPE;BUB1;CENPH;TMPO;CENPN;CENPK;BUB1B;INCENP;CENPO;DSN1;SKA2;ITGB3BP;ESPL1;PSMB9;VRK1;CENPQ;SMC3;SMC1A;KNTC1;CKAP5;PTTG1;LMNB1;NUP37;PSMC3;ZWILCH;PSMB8;ANAPC11;PSME2;RAD21;BANF1;KIF18A;PSMA2;NUP107;PSMB2,EndometrialCarcinoma,14.13122424
R-HSA-68882,Mitotic Anaphase,174,50,7.558073654,6.615442279,0,0,10376;10403;1058;1062;1063;11004;11065;11130;113130;147841;23421;332;348235;3619;4001;4085;51529;5347;55055;55143;55166;55839;5683;5690;5696;5698;5702;57122;5721;5885;64105;64946;699;701;7112;7443;79023;79172;79980;81930;8243;83540;8815;9126;9212;9232;9700;9735;9793;991,ZWINT;UBE2C;CDCA5;BIRC5;AURKB;CDCA8;SPC24;KIF2C;MAD2L1;TUBA1B;NUF2;CENPA;CENPF;PLK1;CDC20;NDC80;CENPE;BUB1;CENPH;TMPO;CENPN;CENPK;BUB1B;INCENP;CENPO;DSN1;SKA2;ITGB3BP;ESPL1;PSMB9;VRK1;CENPQ;SMC3;SMC1A;KNTC1;CKAP5;PTTG1;LMNB1;NUP37;PSMC3;ZWILCH;PSMB8;ANAPC11;PSME2;RAD21;BANF1;KIF18A;PSMA2;NUP107;PSMB2,EndometrialCarcinoma,14.13122424
R-HSA-68877,Mitotic Prometaphase,166,51,7.210576015,7.07294395,0,0,10051;10376;10403;1058;10592;1062;1063;10733;11004;11130;113130;115106;147841;203068;22995;23397;23421;332;348235;3619;4085;5347;55055;55143;55166;55835;55839;57122;5885;64105;64151;64946;699;701;7283;79023;79172;79980;81930;8243;83540;84131;891;9126;9133;9212;9735;9793;983;991;9918,TUBB;ZWINT;CDCA5;BIRC5;AURKB;CDK1;CDCA8;SPC24;NCAPG;KIF2C;MAD2L1;TUBA1B;CCNB2;NUF2;SMC2;CENPA;CENPF;NCAPH;PLK1;CDC20;NDC80;SMC4;CENPE;BUB1;CENPH;CENPN;TUBG1;CENPK;NCAPD2;PLK4;CCNB1;BUB1B;INCENP;CENPO;DSN1;SKA2;ITGB3BP;HAUS1;CENPQ;SMC3;SMC1A;KNTC1;CKAP5;NUP37;ZWILCH;CEP152;CENPJ;RAD21;CEP78;KIF18A;NUP107,EndometrialCarcinoma,14.13122424
R-HSA-2467813,Separation of Sister Chromatids,164,46,7.123701605,6.457317073,0,0,10376;10403;1058;1062;1063;11004;11065;11130;113130;147841;23421;332;348235;3619;4085;51529;5347;55055;55143;55166;55839;5683;5690;5696;5698;5702;57122;5721;5885;64105;64946;699;701;79023;79172;79980;81930;8243;83540;9126;9212;9232;9700;9735;9793;991,ZWINT;UBE2C;CDCA5;BIRC5;AURKB;CDCA8;SPC24;KIF2C;MAD2L1;TUBA1B;NUF2;CENPA;CENPF;PLK1;CDC20;NDC80;CENPE;BUB1;CENPH;CENPN;CENPK;BUB1B;INCENP;CENPO;DSN1;SKA2;ITGB3BP;ESPL1;PSMB9;CENPQ;SMC3;SMC1A;KNTC1;CKAP5;PTTG1;NUP37;PSMC3;ZWILCH;PSMB8;ANAPC11;PSME2;RAD21;KIF18A;PSMA2;NUP107;PSMB2,EndometrialCarcinoma,14.13122424
R-HSA-69481,G2/M Checkpoints,150,49,6.515580737,7.520434783,0,0,1017;11073;1111;11200;1763;4171;4172;4173;4174;4175;4176;51512;55388;5683;5690;5696;5698;5702;5721;580;5932;5982;5983;5984;5985;6117;6119;63967;641;672;7533;80010;8318;8340;8343;8345;8360;8361;8364;83990;84515;891;8970;9088;9133;9156;983;990;995,PKMYT1;GTSE1;CLSPN;CDK1;MCM10;MCM7;CDC45;CCNB2;CDC6;EXO1;BRCA1;MCM2;MCM3;CHEK1;CDC25C;MCM4;RFC4;DNA2;CCNB1;HIST1H2BH;RFC3;RFC5;BARD1;HIST1H4C;MCM5;CDK2;RPA3;HIST1H4F;HIST1H4D;PSMB9;RFC2;BRIP1;CHEK2;PSMC3;BLM;PSMB8;PSME2;YWHAH;RBBP8;HIST1H2BF;TOPBP1;MCM8;HIST1H2BJ;MCM6;PSMA2;PSMB2;HIST1H2BL;RMI1;RPA1,EndometrialCarcinoma,14.13122424
R-HSA-5693532,DNA Double-Strand Break Repair,147,45,6.385269122,7.047471162,0,0,10038;1017;10635;10714;10721;11073;1111;11200;146956;1763;2237;5111;5424;5425;5427;54962;580;5888;5889;5932;5982;5983;5984;5985;6117;6119;63967;641;6613;672;675;7515;80010;8340;8343;8345;8360;8361;8364;83990;890;8914;8970;9031;9156,CCNA2;CLSPN;RAD51AP1;RAD51;FEN1;PCNA;POLQ;EXO1;BRCA1;CHEK1;TIMELESS;RFC4;DNA2;BRCA2;HIST1H2BH;RFC3;RFC5;BARD1;POLE2;HIST1H4C;CDK2;RPA3;HIST1H4F;POLD3;HIST1H4D;RFC2;BRIP1;POLD1;EME1;SUMO2;TIPIN;PARP2;CHEK2;BLM;RAD51C;RBBP8;HIST1H2BF;TOPBP1;BAZ1B;HIST1H2BJ;POLD2;XRCC1;HIST1H2BL;RMI1;RPA1,EndometrialCarcinoma,14.13122424
R-HSA-69242,S Phase,145,53,6.298394712,8.414842579,0,0,1017;1019;10714;11065;113130;1163;1763;1869;2237;23649;286826;3978;4171;4172;4173;4174;4175;4176;5111;51529;51659;5422;5424;5425;5427;5557;5558;5683;5690;5696;5698;5702;5721;5885;5928;5982;5983;5984;5985;6117;6119;7027;81620;8243;8318;84296;84515;890;898;9126;9134;990;994,UBE2C;CDCA5;CCNA2;CDT1;CKS1B;MCM7;CDC45;FEN1;CDC6;PCNA;GINS2;E2F1;MCM2;MCM3;LIG1;MCM4;RFC4;DNA2;RFC3;RFC5;POLE2;MCM5;CDK2;RPA3;POLD3;PSMB9;POLA2;CDC25B;RFC2;SMC3;POLD1;CCNE2;SMC1A;POLA1;CDK4;LIN9;TFDP1;PRIM2;PSMC3;PSMB8;CCNE1;ANAPC11;GINS4;PRIM1;PSME2;RAD21;MCM8;POLD2;MCM6;PSMA2;PSMB2;RBBP4;RPA1,EndometrialCarcinoma,14.13122424
R-HSA-453279,Mitotic G1-G1/S phases,142,48,6.168083097,7.781996326,0,0,1017;1019;1029;1032;1163;1719;1869;23649;26271;286826;4171;4172;4173;4174;4175;4176;4605;51053;5111;5422;5427;55388;5557;5558;5683;5690;5696;5698;5702;5721;5928;5933;6117;6119;6241;7027;7083;7153;7298;81620;8318;84515;890;891;898;9134;983;990,RRM2;TYMS;TOP2A;CCNA2;CDT1;TK1;CKS1B;CDK1;DHFR;MYBL2;MCM10;MCM7;CDC45;CDC6;PCNA;FBXO5;E2F1;MCM2;MCM3;MCM4;GMNN;CCNB1;POLE2;MCM5;CDK2;RPA3;PSMB9;POLA2;CCNE2;CDKN2A;POLA1;CDK4;LIN9;TFDP1;PRIM2;PSMC3;PSMB8;CCNE1;CDKN2D;PRIM1;PSME2;RBL1;MCM8;MCM6;PSMA2;PSMB2;RBBP4;RPA1,EndometrialCarcinoma,14.13122424
R-HSA-68875,Mitotic Prophase,124,33,5.386213409,6.126753156,0,0,10051;10592;23310;29781;3012;3015;4001;5347;54892;57122;7112;7443;79023;8331;8335;8338;8340;8343;8345;8352;8355;8356;8357;8358;8360;8361;8364;8815;891;8968;8970;9133;983,HIST1H2AJ;CDK1;HIST1H3B;CCNB2;SMC2;HIST1H3C;PLK1;NCAPG2;HIST1H3G;SMC4;TMPO;HIST1H3F;CCNB1;HIST1H2BH;H2AFZ;NCAPD3;HIST1H4C;HIST1H2AB;HIST1H4F;HIST1H4D;NCAPH2;VRK1;LMNB1;NUP37;HIST2H2AC;HIST1H3H;BANF1;HIST1H2BF;HIST1H2AE;HIST1H2BJ;NUP107;HIST1H2BL;HIST1H3J,EndometrialCarcinoma,14.13122424
R-HSA-69206,G1/S Transition,124,44,5.386213409,8.169004208,0,0,1017;1019;1163;1719;1869;23649;26271;286826;4171;4172;4173;4174;4175;4176;51053;5111;5422;5427;55388;5557;5558;5683;5690;5696;5698;5702;5721;5928;5933;6117;6119;6241;7027;7083;7298;81620;8318;84515;890;891;898;9134;983;990,RRM2;TYMS;CCNA2;CDT1;TK1;CKS1B;CDK1;DHFR;MCM10;MCM7;CDC45;CDC6;PCNA;FBXO5;E2F1;MCM2;MCM3;MCM4;GMNN;CCNB1;POLE2;MCM5;CDK2;RPA3;PSMB9;POLA2;CCNE2;POLA1;CDK4;LIN9;TFDP1;PRIM2;PSMC3;PSMB8;CCNE1;PRIM1;PSME2;RBL1;MCM8;MCM6;PSMA2;PSMB2;RBBP4;RPA1,EndometrialCarcinoma,14.13122424
R-HSA-5693538,Homology Directed Repair,120,43,5.212464589,8.249456522,0,0,10038;1017;10635;10714;10721;11073;1111;146956;1763;2237;5111;5424;5425;5427;54962;580;5888;5889;5932;5982;5983;5984;5985;6117;6119;63967;641;6613;672;675;7515;80010;8340;8343;8345;8360;8361;8364;83990;890;8914;8970;9156,CCNA2;CLSPN;RAD51AP1;RAD51;FEN1;PCNA;POLQ;EXO1;BRCA1;CHEK1;TIMELESS;RFC4;DNA2;BRCA2;HIST1H2BH;RFC3;RFC5;BARD1;POLE2;HIST1H4C;CDK2;RPA3;HIST1H4F;POLD3;HIST1H4D;RFC2;BRIP1;POLD1;EME1;SUMO2;TIPIN;PARP2;BLM;RAD51C;RBBP8;HIST1H2BF;TOPBP1;HIST1H2BJ;POLD2;XRCC1;HIST1H2BL;RMI1;RPA1,EndometrialCarcinoma,14.13122424
R-HSA-5663220,RHO GTPases Activate Formins,118,37,5.125590179,7.218680914,0,0,10376;10403;1058;1062;1063;11004;11130;147841;23421;332;348235;3619;387;4085;5216;5347;55055;55143;55166;55839;57122;60;64105;64946;699;701;71;79023;79172;79980;81624;81930;83540;9212;9735;9793;991,ZWINT;BIRC5;AURKB;CDCA8;SPC24;DIAPH3;KIF2C;MAD2L1;TUBA1B;NUF2;CENPA;CENPF;PLK1;CDC20;NDC80;CENPE;BUB1;CENPH;CENPN;CENPK;BUB1B;INCENP;CENPO;DSN1;SKA2;ITGB3BP;CENPQ;PFN1;KNTC1;CKAP5;ACTG1;NUP37;ACTB;ZWILCH;KIF18A;RHOA;NUP107,EndometrialCarcinoma,14.13122424
R-HSA-5693567,HDR through Homologous Recombination (HRR) or Single Strand Annealing (SSA),114,39,4.95184136,7.875858124,0,0,1017;10635;10714;11073;1111;146956;1763;5111;5424;5425;5427;54962;580;5888;5889;5932;5982;5983;5984;5985;6117;6119;63967;641;6613;672;675;80010;8340;8343;8345;8360;8361;8364;83990;890;8914;8970;9156,CCNA2;CLSPN;RAD51AP1;RAD51;PCNA;EXO1;BRCA1;CHEK1;TIMELESS;RFC4;DNA2;BRCA2;HIST1H2BH;RFC3;RFC5;BARD1;POLE2;HIST1H4C;CDK2;RPA3;HIST1H4F;POLD3;HIST1H4D;RFC2;BRIP1;POLD1;EME1;SUMO2;TIPIN;BLM;RAD51C;RBBP8;HIST1H2BF;TOPBP1;HIST1H2BJ;POLD2;HIST1H2BL;RMI1;RPA1,EndometrialCarcinoma,14.13122424
R-HSA-69306,DNA Replication,114,45,4.95184136,9.087528604,0,0,1017;10714;11065;1763;1869;2237;23649;3978;4171;4172;4173;4174;4175;4176;51053;5111;51529;51659;5422;5424;5425;5427;55388;5557;5558;5683;5690;5696;5698;5702;5721;5982;5983;5984;5985;6117;6119;81620;8318;84296;84515;890;898;9134;990,UBE2C;CCNA2;CDT1;MCM10;MCM7;CDC45;FEN1;CDC6;PCNA;GINS2;E2F1;MCM2;MCM3;LIG1;MCM4;RFC4;DNA2;GMNN;RFC3;RFC5;POLE2;MCM5;CDK2;RPA3;POLD3;PSMB9;POLA2;RFC2;POLD1;CCNE2;POLA1;PRIM2;PSMC3;PSMB8;CCNE1;ANAPC11;GINS4;PRIM1;PSME2;MCM8;POLD2;MCM6;PSMA2;PSMB2;RPA1,EndometrialCarcinoma,14.13122424
R-HSA-1474165,Reproduction,112,34,4.86496695,6.988742236,0,0,1017;1019;11144;29893;3012;3015;4001;5885;5888;5889;5932;6117;6119;641;672;675;8243;8331;8335;8338;8340;8343;8345;8352;8355;8356;8357;8358;8360;8361;8364;8968;8970;9126,HIST1H2AJ;RAD51;HIST1H3B;HIST1H3C;HIST1H3G;BRCA1;HIST1H3F;BRCA2;HIST1H2BH;H2AFZ;HIST1H4C;PSMC3IP;HIST1H2AB;CDK2;RPA3;HIST1H4F;HIST1H4D;SMC3;SMC1A;CDK4;LMNB1;HIST2H2AC;BLM;RAD51C;RAD21;HIST1H3H;RBBP8;HIST1H2BF;HIST1H2AE;HIST1H2BJ;DMC1;HIST1H2BL;RPA1;HIST1H3J,EndometrialCarcinoma,14.13122424
R-HSA-69239,Synthesis of DNA,106,42,4.60434372,9.121821165,0,0,1017;10714;11065;1763;2237;23649;3978;4171;4172;4173;4174;4175;4176;5111;51529;51659;5422;5424;5425;5427;5557;5558;5683;5690;5696;5698;5702;5721;5982;5983;5984;5985;6117;6119;81620;8318;84296;84515;890;898;9134;990,UBE2C;CCNA2;CDT1;MCM7;CDC45;FEN1;CDC6;PCNA;GINS2;MCM2;MCM3;LIG1;MCM4;RFC4;DNA2;RFC3;RFC5;POLE2;MCM5;CDK2;RPA3;POLD3;PSMB9;POLA2;RFC2;POLD1;CCNE2;POLA1;PRIM2;PSMC3;PSMB8;CCNE1;ANAPC11;GINS4;PRIM1;PSME2;MCM8;POLD2;MCM6;PSMA2;PSMB2;RPA1,EndometrialCarcinoma,14.13122424
R-HSA-2500257,Resolution of Sister Chromatid Cohesion,105,39,4.560906516,8.550931677,0,0,10376;10403;1058;1062;1063;11004;11130;113130;147841;23421;332;348235;3619;4085;5347;55055;55143;55166;55839;57122;5885;64105;64946;699;701;79023;79172;79980;81930;8243;83540;891;9126;9133;9212;9735;9793;983;991,ZWINT;CDCA5;BIRC5;AURKB;CDK1;CDCA8;SPC24;KIF2C;MAD2L1;TUBA1B;CCNB2;NUF2;CENPA;CENPF;PLK1;CDC20;NDC80;CENPE;BUB1;CENPH;CENPN;CENPK;CCNB1;BUB1B;INCENP;CENPO;DSN1;SKA2;ITGB3BP;CENPQ;SMC3;SMC1A;KNTC1;CKAP5;NUP37;ZWILCH;RAD21;KIF18A;NUP107,EndometrialCarcinoma,14.13122424
R-HSA-1500620,Meiosis,102,34,4.430594901,7.673913043,0,0,1017;1019;11144;29893;3012;3015;4001;5885;5888;5889;5932;6117;6119;641;672;675;8243;8331;8335;8338;8340;8343;8345;8352;8355;8356;8357;8358;8360;8361;8364;8968;8970;9126,HIST1H2AJ;RAD51;HIST1H3B;HIST1H3C;HIST1H3G;BRCA1;HIST1H3F;BRCA2;HIST1H2BH;H2AFZ;HIST1H4C;PSMC3IP;HIST1H2AB;CDK2;RPA3;HIST1H4F;HIST1H4D;SMC3;SMC1A;CDK4;LMNB1;HIST2H2AC;BLM;RAD51C;RAD21;HIST1H3H;RBBP8;HIST1H2BF;HIST1H2AE;HIST1H2BJ;DMC1;HIST1H2BL;RPA1;HIST1H3J,EndometrialCarcinoma,14.13122424
R-HSA-69618,Mitotic Spindle Checkpoint,96,33,4.169971671,7.913722826,0,0,10403;1058;1062;1063;11004;11065;11130;147841;23421;332;348235;3619;4085;51529;5347;55055;55143;55166;55839;57122;64105;64946;699;701;79023;79172;79980;81930;83540;9212;9735;9793;991,ZWINT;UBE2C;BIRC5;AURKB;CDCA8;SPC24;KIF2C;MAD2L1;NUF2;CENPA;CENPF;PLK1;CDC20;NDC80;CENPE;BUB1;CENPH;CENPN;CENPK;BUB1B;INCENP;CENPO;DSN1;SKA2;ITGB3BP;CENPQ;KNTC1;CKAP5;NUP37;ZWILCH;ANAPC11;KIF18A;NUP107,EndometrialCarcinoma,14.13122424
R-HSA-73886,Chromosome Maintenance,90,41,3.909348442,10.48768116,0,0,1058;10714;11339;1763;2237;23421;23649;3012;3015;3978;5111;5422;5424;5425;5427;55166;55355;5557;5558;55839;5928;5931;5982;5983;5984;5985;6117;6119;64105;64946;79172;8331;8335;8338;8340;8343;8345;8360;8361;8364;8970,HIST1H2AJ;HJURP;FEN1;CENPA;PCNA;LIG1;CENPH;CENPN;OIP5;RFC4;DNA2;CENPK;HIST1H2BH;RFC3;CENPO;RFC5;H2AFZ;POLE2;ITGB3BP;HIST1H4C;HIST1H2AB;RPA3;HIST1H4F;POLD3;HIST1H4D;CENPQ;POLA2;RFC2;POLD1;POLA1;HIST2H2AC;PRIM2;PRIM1;HIST1H2BF;RBBP7;HIST1H2AE;HIST1H2BJ;POLD2;RBBP4;HIST1H2BL;RPA1,EndometrialCarcinoma,14.13122424
R-HSA-5693607,Processing of DNA double-strand break ends,89,29,3.865911237,7.501465559,0,0,1017;11073;1111;1763;54962;580;5932;5982;5983;5984;5985;6117;6119;63967;641;6613;672;80010;8340;8343;8345;8360;8361;8364;83990;890;8914;8970;9156,CCNA2;CLSPN;EXO1;BRCA1;CHEK1;TIMELESS;RFC4;DNA2;HIST1H2BH;RFC3;RFC5;BARD1;HIST1H4C;CDK2;RPA3;HIST1H4F;HIST1H4D;RFC2;BRIP1;SUMO2;TIPIN;BLM;RBBP8;HIST1H2BF;TOPBP1;HIST1H2BJ;HIST1H2BL;RMI1;RPA1,EndometrialCarcinoma,14.13122424
R-HSA-69473,G2/M DNA damage checkpoint,86,28,3.735599622,7.495449949,0,0,11073;1111;11200;1763;580;5932;5982;5983;5984;5985;6117;6119;641;672;7533;80010;8340;8343;8345;8360;8361;8364;83990;891;8970;9156;983;995,CDK1;EXO1;BRCA1;CHEK1;CDC25C;RFC4;DNA2;CCNB1;HIST1H2BH;RFC3;RFC5;BARD1;HIST1H4C;RPA3;HIST1H4F;HIST1H4D;RFC2;BRIP1;CHEK2;BLM;YWHAH;RBBP8;HIST1H2BF;TOPBP1;HIST1H2BJ;HIST1H2BL;RMI1;RPA1,EndometrialCarcinoma,14.13122424
R-HSA-141424,Amplification of signal from the kinetochores,82,31,3.561850803,8.703340403,0,0,10403;1058;1062;1063;11004;11130;147841;23421;332;348235;3619;4085;5347;55055;55143;55166;55839;57122;64105;64946;699;701;79023;79172;79980;81930;83540;9212;9735;9793;991,ZWINT;BIRC5;AURKB;CDCA8;SPC24;KIF2C;MAD2L1;NUF2;CENPA;CENPF;PLK1;CDC20;NDC80;CENPE;BUB1;CENPH;CENPN;CENPK;BUB1B;INCENP;CENPO;DSN1;SKA2;ITGB3BP;CENPQ;KNTC1;CKAP5;NUP37;ZWILCH;KIF18A;NUP107,EndometrialCarcinoma,14.13122424
R-HSA-141444,Amplification  of signal from unattached  kinetochores via a MAD2  inhibitory signal,82,31,3.561850803,8.703340403,0,0,10403;1058;1062;1063;11004;11130;147841;23421;332;348235;3619;4085;5347;55055;55143;55166;55839;57122;64105;64946;699;701;79023;79172;79980;81930;83540;9212;9735;9793;991,ZWINT;BIRC5;AURKB;CDCA8;SPC24;KIF2C;MAD2L1;NUF2;CENPA;CENPF;PLK1;CDC20;NDC80;CENPE;BUB1;CENPH;CENPN;CENPK;BUB1B;INCENP;CENPO;DSN1;SKA2;ITGB3BP;CENPQ;KNTC1;CKAP5;NUP37;ZWILCH;KIF18A;NUP107,EndometrialCarcinoma,14.13122424
R-HSA-69002,DNA Replication Pre-Initiation,76,27,3.301227573,8.178775744,0,0,1017;1869;23649;4171;4172;4173;4174;4175;4176;51053;5422;5427;55388;5557;5558;5683;5690;5696;5698;5702;5721;6117;6119;81620;8318;84515;990,CDT1;MCM10;MCM7;CDC45;CDC6;E2F1;MCM2;MCM3;MCM4;GMNN;POLE2;MCM5;CDK2;RPA3;PSMB9;POLA2;POLA1;PRIM2;PSMC3;PSMB8;PRIM1;PSME2;MCM8;MCM6;PSMA2;PSMB2;RPA1,EndometrialCarcinoma,14.13122424
R-HSA-912446,Meiotic recombination,76,30,3.301227573,9.087528604,0,0,1017;1019;11144;29893;3012;3015;5888;5889;5932;6117;6119;641;672;675;8331;8335;8338;8340;8343;8345;8352;8355;8356;8357;8358;8360;8361;8364;8968;8970,HIST1H2AJ;RAD51;HIST1H3B;HIST1H3C;HIST1H3G;BRCA1;HIST1H3F;BRCA2;HIST1H2BH;H2AFZ;HIST1H4C;PSMC3IP;HIST1H2AB;CDK2;RPA3;HIST1H4F;HIST1H4D;CDK4;HIST2H2AC;BLM;RAD51C;HIST1H3H;RBBP8;HIST1H2BF;HIST1H2AE;HIST1H2BJ;DMC1;HIST1H2BL;RPA1;HIST1H3J,EndometrialCarcinoma,14.13122424
R-HSA-157579,Telomere Maintenance,75,30,3.257790368,9.208695652,0,0,10714;1763;2237;23649;3012;3015;3978;5111;5422;5424;5425;5427;5557;5558;5982;5983;5984;5985;6117;6119;8331;8335;8338;8340;8343;8345;8360;8361;8364;8970,HIST1H2AJ;FEN1;PCNA;LIG1;RFC4;DNA2;HIST1H2BH;RFC3;RFC5;H2AFZ;POLE2;HIST1H4C;HIST1H2AB;RPA3;HIST1H4F;POLD3;HIST1H4D;POLA2;RFC2;POLD1;POLA1;HIST2H2AC;PRIM2;PRIM1;HIST1H2BF;HIST1H2AE;HIST1H2BJ;POLD2;HIST1H2BL;RPA1,EndometrialCarcinoma,14.13122424
